"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2016","161244","University of Maine at Machias","Maine","Massachusetts","Graduated from HS in past 12 months","9"
"2016","161244","University of Maine at Machias","Maine","New Hampshire","Total","1"
"2016","161244","University of Maine at Machias","Maine","Vermont","Graduated from HS in past 12 months","2"
"2016","161244","University of Maine at Machias","Maine","California","Total","1"
"2016","161244","University of Maine at Machias","Maine","Connecticut","Graduated from HS in past 12 months","5"
"2016","161244","University of Maine at Machias","Maine","Texas","Total","6"
"2016","161244","University of Maine at Machias","Maine","Total","Total","129"
"2016","161244","University of Maine at Machias","Maine","Maine","Total","100"
"2016","161244","University of Maine at Machias","Maine","New Hampshire","Graduated from HS in past 12 months","0"
"2016","161244","University of Maine at Machias","Maine","Massachusetts","Total","9"
"2016","161244","University of Maine at Machias","Maine","Maine","Graduated from HS in past 12 months","87"
"2016","161244","University of Maine at Machias","Maine","Maryland","Graduated from HS in past 12 months","1"
"2016","161244","University of Maine at Machias","Maine","Arizona","Graduated from HS in past 12 months","1"
"2016","161244","University of Maine at Machias","Maine","Maryland","Total","1"
"2016","161244","University of Maine at Machias","Maine","US total","Graduated from HS in past 12 months","115"
"2016","161244","University of Maine at Machias","Maine","Colorado","Total","1"
"2016","161244","University of Maine at Machias","Maine","New Jersey","Total","2"
"2016","161244","University of Maine at Machias","Maine","New Jersey","Graduated from HS in past 12 months","2"
"2016","161253","University of Maine","Maine","Utah","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","District of Columbia","Total","3"
"2016","161253","University of Maine","Maine","State unknown","Total","3"
"2016","161253","University of Maine","Maine","Michigan","Total","3"
"2016","161253","University of Maine","Maine","New Jersey","Graduated from HS in past 12 months","64"
"2016","161253","University of Maine","Maine","Alaska","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","South Dakota","Total","1"
"2016","161253","University of Maine","Maine","Colorado","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Kansas","Total","1"
"2016","161253","University of Maine","Maine","Delaware","Total","3"
"2016","161253","University of Maine","Maine","Delaware","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Idaho","Total","1"
"2016","161253","University of Maine","Maine","Illinois","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Maryland","Total","18"
"2016","161253","University of Maine","Maine","Ohio","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Virginia","Total","10"
"2016","161253","University of Maine","Maine","Maine","Total","1249"
"2016","161253","University of Maine","Maine","West Virginia","Graduated from HS in past 12 months","2"
"2016","161253","University of Maine","Maine","South Carolina","Total","5"
"2016","161253","University of Maine","Maine","New Mexico","Total","1"
"2016","161253","University of Maine","Maine","Washington","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Texas","Total","6"
"2016","161253","University of Maine","Maine","New York","Total","52"
"2016","161253","University of Maine","Maine","Massachusetts","Graduated from HS in past 12 months","432"
"2016","161253","University of Maine","Maine","North Carolina","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Alabama","Total","1"
"2016","161253","University of Maine","Maine","Nebraska","Total","1"
"2016","161253","University of Maine","Maine","Maryland","Graduated from HS in past 12 months","17"
"2016","161253","University of Maine","Maine","California","Graduated from HS in past 12 months","7"
"2016","161253","University of Maine","Maine","Oregon","Graduated from HS in past 12 months","2"
"2016","161253","University of Maine","Maine","Foreign countries","Graduated from HS in past 12 months","28"
"2016","161253","University of Maine","Maine","Colorado","Total","3"
"2016","161253","University of Maine","Maine","Oklahoma","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Georgia","Total","10"
"2016","161253","University of Maine","Maine","Florida","Total","8"
"2016","161253","University of Maine","Maine","Rhode Island","Graduated from HS in past 12 months","25"
"2016","161253","University of Maine","Maine","California","Total","7"
"2016","161253","University of Maine","Maine","Alaska","Total","1"
"2016","161253","University of Maine","Maine","New Jersey","Total","64"
"2016","161253","University of Maine","Maine","Illinois","Total","3"
"2016","161253","University of Maine","Maine","Connecticut","Total","108"
"2016","161253","University of Maine","Maine","Vermont","Total","31"
"2016","161253","University of Maine","Maine","New York","Graduated from HS in past 12 months","52"
"2016","161253","University of Maine","Maine","Foreign countries","Total","38"
"2016","161253","University of Maine","Maine","Texas","Graduated from HS in past 12 months","6"
"2016","161253","University of Maine","Maine","Kansas","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","State unknown","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Virginia","Graduated from HS in past 12 months","10"
"2016","161253","University of Maine","Maine","Wisconsin","Graduated from HS in past 12 months","5"
"2016","161253","University of Maine","Maine","US total","Total","2192"
"2016","161253","University of Maine","Maine","South Dakota","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","New Hampshire","Total","89"
"2016","161253","University of Maine","Maine","Vermont","Graduated from HS in past 12 months","31"
"2016","161253","University of Maine","Maine","Idaho","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Indiana","Total","1"
"2016","161253","University of Maine","Maine","District of Columbia","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","Nebraska","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Wisconsin","Total","5"
"2016","161253","University of Maine","Maine","New Hampshire","Graduated from HS in past 12 months","87"
"2016","161253","University of Maine","Maine","Indiana","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Alabama","Graduated from HS in past 12 months","1"
"2016","161253","University of Maine","Maine","Georgia","Graduated from HS in past 12 months","9"
"2016","161253","University of Maine","Maine","Rhode Island","Total","27"
"2016","161253","University of Maine","Maine","Florida","Graduated from HS in past 12 months","8"
"2016","161253","University of Maine","Maine","Massachusetts","Total","438"
"2016","161253","University of Maine","Maine","Connecticut","Graduated from HS in past 12 months","107"
"2016","161253","University of Maine","Maine","South Carolina","Graduated from HS in past 12 months","5"
"2016","161253","University of Maine","Maine","Total","Graduated from HS in past 12 months","2156"
"2016","161253","University of Maine","Maine","Oregon","Total","2"
"2016","161253","University of Maine","Maine","Washington","Total","1"
"2016","161253","University of Maine","Maine","Pennsylvania","Total","26"
"2016","161253","University of Maine","Maine","Pennsylvania","Graduated from HS in past 12 months","25"
"2016","161253","University of Maine","Maine","Oklahoma","Total","1"
"2016","161253","University of Maine","Maine","Utah","Total","1"
"2016","161253","University of Maine","Maine","Total","Total","2230"
"2016","161253","University of Maine","Maine","West Virginia","Total","2"
"2016","161253","University of Maine","Maine","Ohio","Total","3"
"2016","161253","University of Maine","Maine","Michigan","Graduated from HS in past 12 months","3"
"2016","161253","University of Maine","Maine","US total","Graduated from HS in past 12 months","2128"
"2016","161253","University of Maine","Maine","North Carolina","Total","3"
"2016","161253","University of Maine","Maine","Maine","Graduated from HS in past 12 months","1199"
"2016","161253","University of Maine","Maine","New Mexico","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Residence not reported (balance line)","Graduated from HS in past 12 months",""
"2016","161299","Maine Maritime Academy","Maine","New York","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Michigan","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Tennessee","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Maine","Graduated from HS in past 12 months","169"
"2016","161299","Maine Maritime Academy","Maine","Idaho","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","New York","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Michigan","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Colorado","Graduated from HS in past 12 months","0"
"2016","161299","Maine Maritime Academy","Maine","Rhode Island","Total","3"
"2016","161299","Maine Maritime Academy","Maine","Florida","Total","5"
"2016","161299","Maine Maritime Academy","Maine","Georgia","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Maine","Total","176"
"2016","161299","Maine Maritime Academy","Maine","Pennsylvania","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Texas","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Tennessee","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Alabama","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Idaho","Total","1"
"2016","161299","Maine Maritime Academy","Maine","California","Graduated from HS in past 12 months","3"
"2016","161299","Maine Maritime Academy","Maine","South Carolina","Total","3"
"2016","161299","Maine Maritime Academy","Maine","Total","Graduated from HS in past 12 months","236"
"2016","161299","Maine Maritime Academy","Maine","Hawaii","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Oklahoma","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Ohio","Graduated from HS in past 12 months","2"
"2016","161299","Maine Maritime Academy","Maine","California","Total","3"
"2016","161299","Maine Maritime Academy","Maine","Texas","Graduated from HS in past 12 months","1"
"2016","161299","Maine Maritime Academy","Maine","Total","Total","246"
"2016","161299","Maine Maritime Academy","Maine","Illinois","Total","2"
"2016","161299","Maine Maritime Academy","Maine","Georgia","Total","1"
"2016","161299","Maine Maritime Academy","Maine","Washington","Total","1"
